https://www.basketball-reference.com/leagues/NBA_2023_games-january.html,https://www.basketball-reference.com,1673586395.1689699,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100PHI.html,https://www.basketball-reference.com,1673586395.629531,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100MIA.html,https://www.basketball-reference.com,1673586396.154825,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100TOR.html,https://www.basketball-reference.com,1673586396.629643,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100UTA.html,https://www.basketball-reference.com,1673586397.1550531,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100GSW.html,https://www.basketball-reference.com,1673586397.666123,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100POR.html,https://www.basketball-reference.com,1673586398.150435,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100LAC.html,https://www.basketball-reference.com,1673586398.687828,<Response [200]>
https://www.basketball-reference.com/boxscores/202301110DET.html,https://www.basketball-reference.com,1673586399.201587,<Response [200]>
https://www.basketball-reference.com/boxscores/202301110WAS.html,https://www.basketball-reference.com,1673586399.702394,<Response [200]>
https://www.basketball-reference.com/boxscores/202301110ATL.html,https://www.basketball-reference.com,1673586400.180635,<Response [200]>
https://www.basketball-reference.com/boxscores/202301110BOS.html,https://www.basketball-reference.com,1673586400.71101,<Response [200]>
https://www.basketball-reference.com/boxscores/202301110NYK.html,https://www.basketball-reference.com,1673586401.209229,<Response [200]>
https://www.basketball-reference.com/boxscores/202301110MEM.html,https://www.basketball-reference.com,1673586401.726943,<Response [200]>
https://www.basketball-reference.com/boxscores/202301110DEN.html,https://www.basketball-reference.com,1673586402.231715,<Response [200]>
https://www.basketball-reference.com/boxscores/202301110SAC.html,https://www.basketball-reference.com,1673586402.791733,<Response [200]>
https://www.basketball-reference.com/leagues/NBA_2023_games-january.html,https://www.basketball-reference.com,1673586464.661216,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100PHI.html,https://www.basketball-reference.com,1673586465.1089091,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100MIA.html,https://www.basketball-reference.com,1673586465.607532,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100TOR.html,https://www.basketball-reference.com,1673586466.076353,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100UTA.html,https://www.basketball-reference.com,1673586466.565381,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100GSW.html,https://www.basketball-reference.com,1673586467.061005,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100POR.html,https://www.basketball-reference.com,1673586467.516125,<Response [200]>
https://www.basketball-reference.com/boxscores/202301100LAC.html,https://www.basketball-reference.com,1673586467.9965131,<Response [200]>
